id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled
163,Ciencias de la Computación,Computación e Informática,Alfonso Ugarte,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
164,Ciencias de la Computación,Computación e Informática,Alfred Nobel,Pasco        ,Instituto,Pública,3.0,110.0,83.0,0.0,NO,30.0,36.0,66.0
165,Enfermería,Enfermería Técnica,Alfred Nobel,Pasco        ,Instituto,Pública,3.0,220.0,100.0,0.0,NO,24.0,24.0,60.0
166,Tecnología Médica,Fisioterapia y Rehabilitación,Alfred Nobel,Pasco        ,Instituto,Pública,3.0,220.0,0.0,0.0,NO,0.0,0.0,17.0
167,Agropecuaria,Producción Agropecuaria,Alfredo José María Rocha Zegarra,Cajamarca    ,Instituto,Pública,3.0,100.0,100.0,0.0,SI,26.0,26.0,44.0
168,Enfermería,Enfermería Técnica,Alfredo José María Rocha Zegarra,Cajamarca    ,Instituto,Pública,3.0,100.0,100.0,0.0,SI,42.0,42.0,159.0
169,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Alfredo Sarmiento Palomino (Ex Huancarama),Apurímac     ,Instituto,Pública,3.0,100.0,82.0,0.0,NO,14.0,17.0,34.0
170,Ingeniería Civil,Construcción Civil,Alfredo Sarmiento Palomino (Ex Huancarama),Apurímac     ,Instituto,Pública,3.0,160.0,0.0,0.0,SI,0.0,0.0,0.0
171,Educación Inicial,Educación Inicial,Alianza Ichuña Bélgica,Moquegua     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
172,Educación Inicial,Educación Inicial (Intercultural y Bilingüe),Alianza Ichuña Bélgica,Moquegua     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
173,Educación Primaria,Educación Primaria (Intercultural y Bilingüe),Alianza Ichuña Bélgica,Moquegua     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
174,Educación Secundaria,Educación Secundaria Técnica,Alianza Ichuña Bélgica,Moquegua     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
175,Idiomas,Idiomas,Alianza Ichuña Bélgica,Moquegua     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
176,Ciencias de la Computación,Computación e Informática,Alianza Ichuña Bélgica,Moquegua     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
177,Contabilidad y Finanzas,Contabilidad,Alianza Renovada Ichuña Bélgica,Moquegua     ,Instituto,Pública,3.0,100.0,91.0,0.0,NO,32.0,35.0,68.0
178,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Alianza Renovada Ichuña Bélgica,Moquegua     ,Instituto,Pública,3.0,100.0,0.0,0.0,NO,0.0,0.0,0.0
179,Ingeniería Civil,Construcción Civil,Alianza Renovada Ichuña Bélgica,Moquegua     ,Instituto,Pública,3.0,100.0,90.0,0.0,NO,30.0,33.0,58.0
180,Turismo,Guía Oficial de Turismo,Alianza Renovada Ichuña Bélgica,Moquegua     ,Instituto,Pública,3.0,100.0,0.0,0.0,NO,0.0,0.0,0.0
181,Secretariado,Secretariado Ejecutivo,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,100.0,0.0,NO,59.0,59.0,266.0
182,Contabilidad y Finanzas,Contabilidad,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,93.0,0.0,NO,82.0,88.0,431.0
183,Química,Química Industrial,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,100.0,0.0,SI,44.0,44.0,187.0
184,Ciencias de la Computación,Computación e Informática,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,97.0,0.0,NO,77.0,79.0,308.0
185,Ingeniería Eléctrica,Electrotécnia Industrial,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,100.0,0.0,NO,29.0,29.0,128.0
186,Ingeniería Electrónica,Electrónica Industrial,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,100.0,0.0,NO,59.0,59.0,235.0
187,Ingeniería Mecánica,Mecánica Automotriz,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,95.0,0.0,SI,78.0,82.0,378.0
188,Ingeniería Mecánica,Mecánica de Producción,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,100.0,0.0,NO,52.0,52.0,233.0
189,Enfermería,Enfermería Técnica,Almirante Miguel Grau,Piura        ,Instituto,Pública,3.0,240.0,89.0,0.0,NO,42.0,47.0,200.0
190,Secretariado,Secretariado Ejecutivo,Alto Huallaga,San Martín   ,Instituto,Pública,3.0,300.0,100.0,0.0,SI,40.0,40.0,159.0
191,Ciencias de la Computación,Computación e Informática,Alto Huallaga,San Martín   ,Instituto,Pública,3.0,300.0,100.0,0.0,SI,40.0,40.0,145.0
192,Agropecuaria,Producción Agropecuaria,Alto Huallaga,San Martín   ,Instituto,Pública,3.0,300.0,70.0,0.0,SI,40.0,57.0,209.0
193,Farmacia y Bioquímica,Farmacia,Alto Huallaga,San Martín   ,Instituto,Pública,3.0,300.0,100.0,0.0,SI,40.0,40.0,157.0
194,Contabilidad y Finanzas,Contabilidad,Alto Mayo,San Martín   ,Instituto,Pública,3.0,380.0,83.0,1762.0,SI,40.0,48.0,113.0
195,Ciencias de la Computación,Computación e Informática,Alto Mayo,San Martín   ,Instituto,Pública,3.0,380.0,100.0,0.0,NO,40.0,40.0,88.0
196,Agropecuaria,Producción Agropecuaria,Alto Mayo,San Martín   ,Instituto,Pública,3.0,380.0,100.0,0.0,NO,40.0,40.0,105.0
197,Enfermería,Enfermería Técnica,Alto Mayo,San Martín   ,Instituto,Pública,3.0,380.0,97.0,0.0,NO,40.0,41.0,114.0
198,Educación Inicial,Educación Inicial,Amauta,Cusco        ,Instituto,Privada,5.0,1240.0,96.0,0.0,SI,26.0,27.0,81.0
199,Educación Primaria,Educación Primaria,Amauta,Cusco        ,Instituto,Privada,5.0,920.0,0.0,0.0,SI,0.0,0.0,7.0
200,Turismo,Guía Oficial de Turismo,Amauta,Cusco        ,Instituto,Privada,3.0,1240.0,100.0,0.0,SI,10.0,10.0,63.0
201,Educación Inicial,Educación Inicial,Amauta,Piura        ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
202,Educación Primaria,Educación Primaria,Amauta,Piura        ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
203,Educación Secundaria,Educación Secundaria - Ciencias Sociales,Amauta,Piura        ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
204,Educación Secundaria,Educación Secundaria - Matemática,Amauta,Piura        ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
205,Agropecuaria,Producción Agropecuaria,Amauta Julio C. Tello,Lima         ,Instituto,Pública,3.0,40.0,100.0,0.0,SI,15.0,15.0,22.0
206,Enfermería,Enfermería Técnica,Amauta Julio C. Tello,Lima         ,Instituto,Pública,3.0,40.0,100.0,0.0,SI,16.0,16.0,30.0
207,Contabilidad y Finanzas,Contabilidad,Amazonas - Yurimaguas,Loreto       ,Instituto,Pública,3.0,360.0,44.0,0.0,SI,44.0,98.0,78.0
208,Ingeniería Civil,Construcción Civil,Amazonas - Yurimaguas,Loreto       ,Instituto,Pública,3.0,360.0,38.0,0.0,SI,42.0,110.0,80.0
209,Agropecuaria,Producción Agropecuaria,Amazonas - Yurimaguas,Loreto       ,Instituto,Pública,3.0,360.0,84.0,0.0,SI,45.0,53.0,50.0
210,Enfermería,Enfermería Técnica,Amazonas - Yurimaguas,Loreto       ,Instituto,Pública,3.0,360.0,39.0,0.0,SI,40.0,102.0,74.0
211,Administración de Empresas,Administración de Empresas,Amazónico,San Martín   ,Instituto,Privada,3.0,,96.0,0.0,SI,176.0,182.0,559.0
212,Contabilidad y Finanzas,Contabilidad,Amazónico,San Martín   ,Instituto,Privada,3.0,,89.0,1387.0,SI,105.0,117.0,355.0
213,Ciencias de la Computación,Computación e Informática,Amazónico,San Martín   ,Instituto,Privada,3.0,1320.0,88.0,0.0,SI,53.0,60.0,116.0
214,Ingeniería Mecánica,Mecánica Automotriz,Amazónico,San Martín   ,Instituto,Privada,3.0,,93.0,0.0,SI,43.0,46.0,43.0
215,Enfermería,Enfermería Técnica,Amazónico,San Martín   ,Instituto,Privada,3.0,1340.0,0.0,0.0,SI,0.0,0.0,0.0
216,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Ambrossia - Cusco,Cusco        ,Instituto,Privada,2.0,0.0,68.0,0.0,NO,33.0,48.0,33.0
217,Secretariado,Secretariado Ejecutivo,América,Áncash       ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,16.0
218,Contabilidad y Finanzas,Contabilidad,América,Áncash       ,Instituto,Privada,3.0,,80.0,0.0,SI,8.0,10.0,18.0
219,Enfermería,Enfermería Técnica,América,Áncash       ,Instituto,Privada,3.0,,80.0,0.0,SI,24.0,30.0,108.0
220,Tecnología Médica,Laboratorio Clínico,América,Áncash       ,Instituto,Privada,3.0,,80.0,0.0,SI,8.0,10.0,49.0
221,Educación Inicial,Educación Inicial,América,Apurímac     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
222,Educación Primaria,Educación Primaria,América,Apurímac     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
223,Educación Secundaria,Educación Secundaria - Comunicación,América,Apurímac     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
224,Educación Secundaria,Educación Secundaria - Matemática,América,Apurímac     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
225,Idiomas,Idiomas,América,Apurímac     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
226,Ciencias de la Computación,Computación e Informática,América,Apurímac     ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
227,Educación Inicial,Educación Inicial,América,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
228,Educación Primaria,Educación Primaria,América,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
229,Educación Secundaria,Educación Secundaria - Comunicación,América,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
230,Educación Secundaria,Educación Secundaria - Matemática,América,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
231,Educación Inicial,Educación Inicial,América,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
232,Educación Primaria,Educación Primaria,América,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
233,Educación Secundaria,Educación Secundaria - Comunicación,América,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
234,Educación Secundaria,Educación Secundaria - Matemática,América,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
235,Administración de Empresas,Administración de Empresas,American Institute,Lambayeque   ,Instituto,Privada,3.0,1720.0,0.0,0.0,NO,0.0,0.0,0.0
236,Secretariado,Secretariado Ejecutivo Bilingüe,American Institute,Lambayeque   ,Instituto,Privada,3.0,1720.0,0.0,0.0,NO,0.0,0.0,0.0
237,Ciencias de la Computación,Computación e Informática,American Institute,Lambayeque   ,Instituto,Privada,3.0,1720.0,0.0,0.0,NO,0.0,0.0,0.0
238,Administración de Empresas,Administración de Empresas,American System,Loreto       ,Instituto,Privada,3.0,1780.0,100.0,0.0,SI,64.0,64.0,64.0
239,Secretariado,Secretariado Ejecutivo,American System,Loreto       ,Instituto,Privada,3.0,1780.0,100.0,0.0,SI,44.0,44.0,105.0
240,Ciencias de la Computación,Computación e Informática,American System,Loreto       ,Instituto,Privada,3.0,1780.0,100.0,0.0,SI,35.0,35.0,85.0
241,Turismo,Guía Oficial de Turismo,American System,Loreto       ,Instituto,Privada,3.0,1780.0,100.0,0.0,SI,17.0,17.0,17.0
242,Educación Inicial,Educación Inicial,Americana,La Libertad  ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
243,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración y Gerencia en Hotelería Internacional,Americana de Madre de Dios,Madre De Dios,Instituto,Privada,3.0,2200.0,0.0,0.0,SI,0.0,0.0,0.0
244,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Americana de Madre de Dios,Madre De Dios,Instituto,Privada,2.0,2520.0,100.0,0.0,SI,20.0,20.0,60.0
245,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Hoteles,Americana Del Cusco,Cusco        ,Instituto,Privada,2.0,,0.0,0.0,NO,0.0,0.0,0.0
246,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración y Gerencia en Hotelería Internacional,Americana Del Cusco,Cusco        ,Instituto,Privada,3.0,,100.0,0.0,SI,25.0,25.0,143.0
247,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Americana Del Cusco,Cusco        ,Instituto,Privada,2.0,,92.0,0.0,SI,60.0,65.0,138.0
248,Ciencias de la Computación,Computación e Informática,Americana Del Cusco,Cusco        ,Instituto,Privada,3.0,,100.0,0.0,SI,33.0,33.0,33.0
249,Ingeniería Mecánica,Mecánica Automotriz,Americana Del Cusco,Cusco        ,Instituto,Privada,3.0,,97.0,0.0,SI,44.0,45.0,138.0
250,Ingeniería Civil,Construcción Civil,Americana Del Cusco,Cusco        ,Instituto,Privada,3.0,,91.0,0.0,SI,32.0,35.0,123.0
251,Turismo,Guía Oficial de Turismo,Americana Del Cusco,Cusco        ,Instituto,Privada,3.0,,85.0,0.0,SI,30.0,35.0,30.0
252,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Empresas Turísticas y Hoteleras,Americano,Lima         ,Instituto,Privada,4.0,2100.0,0.0,0.0,SI,0.0,0.0,0.0
253,Negocios Internacionales,Administración de Negocios Internacionales,Americano,Lima         ,Instituto,Privada,3.0,1600.0,0.0,0.0,SI,0.0,0.0,0.0
254,Enfermería,Enfermería Técnica,Americano,Lima         ,Instituto,Privada,3.0,1600.0,0.0,0.0,SI,0.0,0.0,0.0
255,Ciencias de la Computación,Computación e Informática,Andabamba,Cajamarca    ,Instituto,Pública,3.0,100.0,100.0,0.0,NO,35.0,35.0,67.0
256,Ciencias de la Computación,Computación e Informática,André Vesalio,Lima         ,Instituto,Privada,3.0,900.0,69.0,0.0,SI,45.0,65.0,65.0
257,Enfermería,Enfermería Técnica,André Vesalio,Lima         ,Instituto,Privada,3.0,900.0,80.0,0.0,SI,120.0,150.0,114.0
258,Ciencias de la Computación,Computación e Informática,Andrés Avelino Cáceres,Puno         ,Instituto,Pública,3.0,160.0,74.0,0.0,NO,40.0,54.0,96.0
259,Agropecuaria,Producción Agropecuaria,Andrés Avelino Cáceres,Puno         ,Instituto,Pública,3.0,100.0,94.0,0.0,NO,36.0,38.0,58.0
260,Secretariado,Secretariado Ejecutivo,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,86.0,0.0,SI,71.0,82.0,335.0
261,Química,Tecnología de Análisis Químico,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,0.0,0.0,SI,0.0,72.0,315.0
262,Ciencias de la Computación,Computación e Informática,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,61.0,0.0,SI,80.0,130.0,356.0
263,Ingeniería Eléctrica,Electrotécnia Industrial,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,0.0,0.0,SI,0.0,142.0,369.0
264,Ingeniería Electrónica,Electrónica Industrial,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,93.0,0.0,SI,76.0,81.0,320.0
265,Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,0.0,1773.0,SI,0.0,0.0,0.0
266,Ingeniería Mecánica,Mecánica Automotriz,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,78.0,1773.0,SI,120.0,152.0,546.0
267,Ingeniería Mecánica,Mecánica de Producción,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,0.0,1773.0,SI,0.0,84.0,296.0
268,"Ingeniería Minera, Metalurgia y Petróleo",Metalurgia,Andrés Avelino Cáceres Dorregaray,Junín        ,Instituto,Pública,3.0,320.0,0.0,0.0,SI,0.0,113.0,368.0
269,Ciencias de la Computación,Computación e Informática,Andrés Avelino Cáceres Dorregaray,Pasco        ,Instituto,Privada,3.0,1640.0,100.0,0.0,SI,7.0,7.0,42.0
270,Enfermería,Enfermería Técnica,Andrés Avelino Cáceres Dorregaray,Pasco        ,Instituto,Privada,3.0,1640.0,100.0,0.0,SI,7.0,7.0,38.0
271,Educación Inicial,Educación Inicial,Andrés Bello,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
272,Educación Secundaria,"Educación Secundaria - Ciencia, Tecnología y Ambiente",Andrés Bello,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
273,Educación Secundaria,Educación Secundaria - Comunicación,Andrés Bello,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
274,Educación Secundaria,Educación Secundaria - Matemática,Andrés Bello,Puno         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
275,Administración de Empresas,Administración de Empresas,Andrew Pietowsky,Arequipa     ,Instituto,Privada,3.0,,86.0,0.0,SI,20.0,23.0,102.0
276,Contabilidad y Finanzas,Contabilidad,Andrew Pietowsky,Arequipa     ,Instituto,Privada,3.0,0.0,90.0,0.0,NO,9.0,10.0,68.0
277,Agropecuaria,Producción Agropecuaria,Anta,Cusco        ,Instituto,Pública,3.0,200.0,83.0,0.0,NO,40.0,48.0,201.0
278,Educación Inicial,Educación Inicial,Antenor Orrego,Cajamarca    ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
279,Educación Primaria,Educación Primaria,Antenor Orrego,Cajamarca    ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
280,Idiomas,Idiomas,Antenor Orrego,Cajamarca    ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
281,Ciencias de la Computación,Computación e Informática,Antenor Orrego,Cajamarca    ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
282,Contabilidad y Finanzas,Contabilidad,Antenor Orrego Espinoza,Lima         ,Instituto,Pública,3.0,190.0,74.0,1812.0,SI,119.0,160.0,295.0
283,Ciencias de la Computación,Computación e Informática,Antenor Orrego Espinoza,Lima         ,Instituto,Pública,3.0,380.0,98.0,1528.0,SI,85.0,86.0,242.0
284,Ingeniería Electrónica,Electrónica Industrial,Antenor Orrego Espinoza,Lima         ,Instituto,Pública,3.0,190.0,100.0,0.0,SI,44.0,44.0,74.0
285,Ingeniería Mecánica,Mecánica Automotriz,Antenor Orrego Espinoza,Lima         ,Instituto,Pública,3.0,190.0,98.0,0.0,SI,53.0,54.0,130.0
286,Enfermería,Enfermería Técnica,Antenor Orrego Espinoza,Lima         ,Instituto,Pública,3.0,190.0,100.0,0.0,SI,65.0,65.0,181.0
287,Farmacia y Bioquímica,Farmacia,Antenor Orrego Espinoza,Lima         ,Instituto,Pública,3.0,190.0,98.0,0.0,SI,93.0,94.0,254.0
288,Administración de Empresas,Administración de Empresas,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,1360.0,92.0,0.0,SI,128.0,138.0,252.0
289,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,1650.0,90.0,0.0,NO,60.0,66.0,166.0
290,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Cocina,Antonio Lorena,Cusco        ,Instituto,Privada,2.0,2700.0,94.0,0.0,NO,35.0,37.0,51.0
291,Secretariado,Secretariado Ejecutivo,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,0.0,0.0,0.0,SI,0.0,0.0,0.0
292,Contabilidad y Finanzas,Contabilidad,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,1560.0,98.0,0.0,SI,294.0,298.0,720.0
293,Ciencias de la Computación,Computación e Informática,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,1700.0,0.0,0.0,SI,0.0,0.0,0.0
294,Odontología,Prótesis Dental,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,890.0,0.0,0.0,SI,0.0,0.0,0.0
295,Enfermería,Enfermería Técnica,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,890.0,98.0,1291.0,SI,237.0,241.0,588.0
296,Tecnología Médica,Fisioterapia y Rehabilitación,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,890.0,0.0,0.0,SI,0.0,0.0,0.0
297,Tecnología Médica,Laboratorio Clínico,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,890.0,0.0,0.0,SI,0.0,0.0,0.0
298,Farmacia y Bioquímica,Farmacia,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,890.0,98.0,0.0,NO,184.0,187.0,497.0
299,Turismo,Guía Oficial de Turismo,Antonio Lorena,Cusco        ,Instituto,Privada,3.0,1650.0,82.0,1774.0,SI,164.0,199.0,448.0
300,Agropecuaria,Producción Agropecuaria,Antonio Raimondi,Áncash       ,Instituto,Pública,3.0,160.0,100.0,0.0,SI,21.0,21.0,64.0
301,Enfermería,Enfermería Técnica,Antonio Raimondi,Áncash       ,Instituto,Pública,3.0,160.0,100.0,0.0,SI,26.0,26.0,129.0
302,Turismo,Guía Oficial de Turismo,Antonio Raimondi,Lambayeque   ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,0.0
303,Administración de Empresas,Administración de Empresas,Antonio Raimondi,Ucayali      ,Instituto,Privada,3.0,,94.0,0.0,SI,47.0,50.0,105.0
304,Secretariado,Secretariado Ejecutivo,Antonio Raimondi,Ucayali      ,Instituto,Privada,3.0,,87.0,0.0,SI,14.0,16.0,39.0
305,Contabilidad y Finanzas,Contabilidad,Antonio Raimondi,Ucayali      ,Instituto,Privada,3.0,,97.0,0.0,SI,68.0,70.0,127.0
306,Ciencias de la Computación,Computación e Informática,Antonio Raimondi,Ucayali      ,Instituto,Privada,3.0,,0.0,0.0,SI,0.0,0.0,17.0
307,Ciencias de la Computación,Computación e Informática,Antonio Raymondi,Cusco        ,Instituto,Privada,3.0,1160.0,0.0,0.0,SI,0.0,0.0,0.0
308,Enfermería,Enfermería Técnica,Antonio Raymondi,Cusco        ,Instituto,Privada,3.0,1240.0,100.0,0.0,SI,7.0,7.0,92.0
309,Tecnología Médica,Fisioterapia y Rehabilitación,Antonio Raymondi,Cusco        ,Instituto,Privada,3.0,1240.0,100.0,0.0,SI,23.0,23.0,114.0
310,Farmacia y Bioquímica,Farmacia,Antonio Raymondi,Cusco        ,Instituto,Privada,3.0,1240.0,100.0,0.0,SI,19.0,19.0,98.0
311,Educación Inicial,Educación Inicial,Antonio Raymondi,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
312,Educación Primaria,Educación Primaria,Antonio Raymondi,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
313,Contabilidad y Finanzas,Contabilidad,Aparicio Pomares,Huánuco      ,Instituto,Pública,3.0,140.0,31.0,0.0,SI,57.0,182.0,162.0
314,Ingeniería en Industrias Alimentarias,Industrias Alimentarias,Aparicio Pomares,Huánuco      ,Instituto,Pública,3.0,140.0,89.0,0.0,SI,25.0,28.0,85.0
315,Ingeniería Eléctrica,Electrotécnia Industrial,Aparicio Pomares,Huánuco      ,Instituto,Pública,3.0,140.0,100.0,0.0,SI,50.0,50.0,108.0
316,Ingeniería Mecánica,Mecánica de Producción,Aparicio Pomares,Huánuco      ,Instituto,Pública,3.0,140.0,100.0,0.0,SI,27.0,27.0,82.0
317,Enfermería,Enfermería Técnica,Aparicio Pomares,Huánuco      ,Instituto,Pública,3.0,140.0,52.0,0.0,SI,67.0,128.0,168.0
318,Tecnología Médica,Laboratorio Clínico,Aparicio Pomares,Huánuco      ,Instituto,Pública,3.0,140.0,81.0,0.0,SI,58.0,71.0,142.0
319,Secretariado,Secretariado Ejecutivo Bilingüe,Apolo'S,Cajamarca    ,Instituto,Privada,3.0,1760.0,0.0,0.0,SI,0.0,0.0,0.0
320,Contabilidad y Finanzas,Contabilidad,Apurímac,Apurímac     ,Instituto,Privada,3.0,1300.0,88.0,0.0,NO,40.0,45.0,213.0
321,Farmacia y Bioquímica,Farmacia,Apurímac,Apurímac     ,Instituto,Privada,3.0,1600.0,88.0,0.0,NO,40.0,45.0,206.0
322,Educación Inicial,Educación Inicial,Arco Iris,Cusco        ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
323,Educación Primaria,Educación Primaria,Arco Iris,Cusco        ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
